id,name,short_name,organizer,organizer_url,edition_url,areas,tags,start_date,end_date,format,city,region_name,country,venue,lat,lon,description,deadlines,confidence,notes,sources
nns-symposium-2027,44th Annual Symposium of the National Neurotrauma Society,NNS 2027,National Neurotrauma Society,https://www.neurotrauma.org,https://www.neurotrauma.org/symposium/,neurology; surgery; rehabilitation,brain-injury; neurocritical-care; student-resident-research,2027-06-13,2027-06-16,in-person,Portland,Oregon,US,Oregon Convention Center,45.5307,-122.6636,"Annual symposium of the National Neurotrauma Society, themed Ringing in Team Science, covering research on traumatic brain and spinal cord injury.",,medium,The direct oregoncc.org venue listing page returned HTTP 403 to WebFetch; date and venue were confirmed via an r.jina.ai proxy fetch of the same official venue page. Abstract and registration deadlines for 2027 are not yet published.,https://r.jina.ai/https://www.oregoncc.org/attend/events/2027/06/national-neurotrauma-society-44th-annual-symposium-nns-2027-western-region; https://www.neurotrauma.org/symposium/; https://www.neurotrauma-symposium.org/nns-2026-important-dates/
rcpsych-international-congress-2027,RCPsych International Congress 2027,RCPsych 2027,Royal College of Psychiatrists,https://www.rcpsych.ac.uk/,https://www.rcpsych.ac.uk/events/congress,psychiatry,general-psychiatry; international; education; psychopharmacology,2027-06-14,2027-06-17,in-person,Glasgow,Scotland,GB,Scottish Event Campus (SEC),55.8607,-4.288,"The Royal College of Psychiatrists holds its International Congress in Glasgow from Monday 14 to Thursday 17 June 2027. The main programme is built from submitted 75 minute session proposals across streams including clinical practice, new science, psychopharmacology, education and training, and policy.",Session proposal submission = 2026-10-25,high,The College refers to the venue as the Scottish Exhibition Centre; the site is branded Scottish Event Campus. Speakers from outside the UK may be considered for prerecorded presentations.,https://www.rcpsych.ac.uk/events/congress; https://www.rcpsych.ac.uk/events/congress/international-congress-2027-submissions; https://www.visitliverpool.com/event/rcpsych-international-congress-2026/71886101/
admsep-annual-2027,ADMSEP Annual Meeting 2027,ADMSEP 2027,Association of Directors of Medical Student Education in Psychiatry,https://www.admsep.org/,https://www.admsep.org/wcagmeetings.html,psychiatry,education; general-psychiatry,2027-06-17,2027-06-19,in-person,Salt Lake City,Utah,US,,40.7608,-111.891,"The annual meeting of directors of medical student psychiatry education, with workshops, posters and curriculum sessions. Additional details for 2027 have not been announced.",Abstract and proposal submission deadline = 2026-10-31 (estimated); Early bird registration deadline = 2027-05-01 (estimated),medium,Dates and city are official; venue and all deadlines are unpublished. One ADMSEP page lists the 2026 meeting as June 17 to 20 (likely including a pre meeting day) while the meetings page says June 18 to 20.,https://www.admsep.org/wcagmeetings.html; https://www.admsep.org/htmly/2025/06/upcoming-meetings-details; https://www.admsep.org/htmly/
ada-scientific-sessions-2027,American Diabetes Association 87th Scientific Sessions,ADA Scientific Sessions 2027,American Diabetes Association,https://www.diabetes.org,https://professional.diabetes.org/scientific-sessions,endocrinology,diabetes; endocrine,2027-06-18,2027-06-21,in-person,Washington,District of Columbia,US,Walter E. Washington Convention Center,38.9042,-77.0231,"The American Diabetes Association 87th Scientific Sessions is the annual research conference of the American Diabetes Association, held at the Walter E. Washington Convention Center in Washington, D.C. The program presents new research and clinical guidance on diabetes and related metabolic disease.",Abstract submission opens = 2026-09-28; Abstract submission = 2027-01-05; Late-breaking abstract submission opens = 2027-01-25; Late-breaking abstract submission = 2027-03-08,high,,https://professional.diabetes.org/scientific-sessions; https://professional.diabetes.org/sites/dpro/files/2025-09/2026-Abstract-Submission-Guidelines-09-25.pdf
ins-mid-year-meeting-2027,International Neuropsychological Society 2027 Mid-Year Meeting (joint with the Japan Society for Higher Brain Function),INS Mid-Year 2027,International Neuropsychological Society,https://the-ins.org/,https://the-ins.org/meetings/future-ins-meetings/,psychiatry,neuropsychology; neuroscience; psychology; international,2027-06-22,2027-06-24,,Chiba,Chiba Prefecture,JP,Makuhari Messe and Hotel New Otani Makuhari,35.6473,140.0347,"The 2027 INS midyear meeting is a joint conference with the Japan Society for Higher Brain Function, the first INS meeting held in Japan. About 1,200 participants are expected at Makuhari Messe in Chiba City.",,medium,No dedicated meeting website yet. Venue from the Chiba Convention Bureau announcement.,https://the-ins.org/meetings/future-ins-meetings/; https://www.ccb.or.jp/mice/e/news/insjointconferenceinchiba/; https://insdublin2026.com/
cpdd-2027,CPDD 89th Annual Scientific Meeting 2027,CPDD 2027,College on Problems of Drug Dependence,https://cpdd.org/,https://cpdd.org/meetings/current-meeting/,psychiatry,addiction; neuroscience; psychopharmacology; international,2027-06-26,2027-06-30,,Toronto,Ontario,CA,Sheraton Centre Toronto Hotel,43.6516,-79.3839,"The 89th CPDD Annual Scientific Meeting is scheduled for June 26 to 30, 2027 in Toronto, with roughly 1,300 attendees expected including participants in the NIDA International Forum. CPDD states that submissions for the 2027 program are open.","Symposium, workshop and forum proposal submission = 2026-10-29 (estimated); Oral and poster abstract submission = 2026-12-10 (estimated); Travel award application = 2026-12-15 (estimated); Late-breaking research submission = 2027-03-18 (estimated)",medium,CPDD lists the venue as Sheraton Toronto Centre. The current meeting page title still reads 88th although the content describes the 2027 Toronto meeting. Deadlines are estimates until the submissions page is updated.,https://cpdd.org/meetings/future-meetings/; https://cpdd.org/meetings/current-meeting/; https://cpdd.org/meetings/current-meeting/submissions/; https://www.oregoncc.org/attend/events/2026/06/cpdd-88th-annual-scientific-meeting-2026
ohbm-annual-2027,OHBM Annual Meeting 2027,OHBM 2027,Organization for Human Brain Mapping,https://www.humanbrainmapping.org,https://www.humanbrainmapping.org/ohbm-2027/,neurology; neuroscience; radiology,neuroscience; imaging; neuropsychology,2027-06-26,2027-06-30,in-person,Toronto,Ontario,CA,Metro Toronto Convention Centre,43.6426,-79.3871,"Annual meeting of the Organization for Human Brain Mapping, covering neuroimaging methods and human brain mapping research.",Content submission site opens = 2026-11-01 (estimated); Abstract submission = 2026-12-01 (estimated); Registration opens = 2027-01-01 (estimated); Abstract notification = 2027-02-01 (estimated),medium,"OHBM 2026 (Bordeaux, France, June 14-18 2026) already occurred before today's date and is not included. All 2027 deadlines are published only to month precision; exact days are not yet announced.",https://www.humanbrainmapping.org/ohbm-2027/; https://www.humanbrainmapping.org/ohbm-annual-meeting-faq/
ads-annual-2027,American Delirium Society 17th Annual Conference 2027,ADS 2027,American Delirium Society,https://americandeliriumsociety.org,https://americandeliriumsociety.org/ADS-Annual-Conference,neurology; psychiatry; geriatrics,geriatric; delirium,2027-06-27,2027-06-29,,Orlando,Florida,US,,28.5384,-81.3789,"The American Delirium Society Annual Conference covers basic science, clinical research, education, quality improvement and advocacy on delirium care. The 2027 conference, themed Imagine Better Delirium Care, is the society's 17th annual meeting.",Session proposal submission deadline = 2026-10-26 (estimated),medium,"Venue within Orlando not yet announced. The proposal-deadline year is inferred rather than confirmed, so it is flagged estimated:true even though the day and month come from the official page.",https://americandeliriumsociety.org/; https://americandeliriumsociety.org/ADS-Annual-Conference
spr-international-meeting-2027,Society for Psychotherapy Research 58th International Annual Meeting 2027,SPR 2027,Society for Psychotherapy Research,https://www.psychotherapyresearch.org/,https://www.psychotherapyresearch.org/page/community_calendar,psychiatry,psychotherapy; psychology; international,2027-06-30,2027-07-03,,Stockholm,Stockholm County,SE,,59.3251,18.0711,The 58th International Annual Meeting of the Society for Psychotherapy Research is scheduled for Stockholm from 30 June to 3 July 2027. Venue and submission dates have not been published.,Submission opens = 2026-10-20 (estimated); Abstract submission = 2027-01-10 (estimated),medium,psychotherapyresearch.org sits behind a Cloudflare challenge; dates come from search engine copies of the society calendar and should be rechecked in a browser.,https://www.psychotherapyresearch.org/page/community_calendar; https://cdn.ymaws.com/www.psychotherapyresearch.org/resource/resmgr/spr2026/spr2026_call_for_submissions.pdf
icnmd-2027,20th International Congress on Neuromuscular Diseases (ICNMD 2027),ICNMD 2027,International Congress on Neuromuscular Diseases (ICNMD),https://icnmd.org,https://icnmd.org/,neurology; neuroscience,neuromuscular,2027-07-05,2027-07-09,,Chiba,Chiba Prefecture,JP,Makuhari Messe,35.648,140.0328,"ICNMD is a congress covering the full spectrum of neuromuscular disease research and clinical care. The 20th edition, in Chiba, Japan, is the first under the organizer's newly announced shift from a biennial to an annual schedule.",Registration and abstract submission opens = 2026-10-07; Abstract submission deadline = 2027-01-15; Early bird registration deadline = 2027-03-26; Standard registration deadline = 2027-05-28,medium,"Discrepancy found: icnmd.org states July 5-9, 2027 while the Chiba Convention and Visitors Bureau news page states July 6-10, 2027. The organizer's own site was treated as authoritative, but this should be rechecked closer to the event.",https://icnmd.org/; https://www.ccb.or.jp/mice/e/news/icnmd2027/; https://x.com/ICNMD_Congress/status/1979206771232366818; https://iicn.ie/19th-international-congress-on-neuromuscular-diseases-7-11-july-2026/
psi-2027,Postpartum Support International 40th Annual Conference 2027,PSI 2027,Postpartum Support International,https://postpartum.net/,https://postpartum.net/professionals/psi-conference/,psychiatry,perinatal; community,2027-07-07,2027-07-11,,Chicago,Illinois,US,,41.8781,-87.6298,"The 40th PSI Annual Conference will be held in Chicago with preconference trainings July 7 to 8, 2027 and the main conference July 8 to 11, 2027. PSI expects more than 1,400 attendees; hotel and proposal details are not yet posted.",Presentation proposal submission = 2027-01-06 (estimated),medium,"Venue and deadlines not yet published. The conference is in Chicago, which may be relevant for Illinois based users.",https://postpartum.net/professionals/psi-conference/; https://mnpqc.org/event/postpartum-support-international-psi-39th-annual-conference/; https://www.facebook.com/PostpartumSupportInternational/posts/-psicon2026-call-for-proposals-is-open-share-your-expertise-at-the-39th-annual-p/1277594747745842/
iocdf-2027,32nd Annual OCD Conference 2027 (International OCD Foundation),IOCDF 2027,International OCD Foundation,https://iocdf.org/,https://iocdf.org/programs/conferences/,psychiatry,ocd; anxiety; community; psychotherapy,2027-07-08,2027-07-11,,New York,New York,US,New York Marriott Marquis,40.7586,-73.986,"The 32nd Annual OCD Conference is scheduled for July 8 to 11, 2027 at the New York Marriott Marquis, with the IOCDF Research Symposium on July 8 as a hybrid event. The conference serves people with OCD and related disorders, families and clinicians.",Research Symposium proposal submission opens = 2027-01-04 (estimated); Research Symposium proposal submission = 2027-02-08 (estimated),medium,The 2026 conference was hybrid (Seattle and online); the 2027 main conference format is not stated.,https://iocdf.org/programs/conferences/; https://events.iocdf.org/event/OCDCON26/summary; https://iocdf.org/research/symposium/proposals/
